cohort,k,cluster,example_id,text_snippet
all_meaningful,7,0,2,"i grew up in rural tennessee, though as you can see from the profile, i'm not a typical tennessee-native. i'm <a class=""ilink"" href=""/interests?i=queer"">queer (or <a class=""ilink"" href= ""/interests?i=bisexual"">bisexual , though i don't really like that word), <a class=""ilink"" href= ""/interests?i=polyamorous"">polyamorous , pretty <a class=""ilink"" href=""/interests?i=kinky"">kinky , and an <a class=""ilink"" href= ""/interests?i=esoteric"">esoteric <a class=""ilink"" href= ""/interests?i=discordian"">discor"
all_meaningful,7,0,3,"no girls allowed! real woman (51-77) deeply desired by loving , laughing , learned , <a class= ""ilink"" href=""/interests?i=lusty"">lusty , <a class=""ilink"" href= ""/interests?i=literate"">literate , <a class=""ilink"" href= ""/interests?i=likable"">likable , loquacious yet a listener . a leo (if it matters to you,) and large where it should matter to you: in <a class=""ilink"" href= ""/interests?i=heart"">heart , <a class=""ilink"" href= ""/interests?i=head"">head , <a class=""ilink"" href= ""/interests?i=hands"">h"
all_meaningful,7,0,4,"no girls allowed! real woman (51-77) deeply desired by loving , laughing , learned , <a class= ""ilink"" href=""/interests?i=lusty"">lusty , <a class=""ilink"" href= ""/interests?i=literate"">literate , <a class=""ilink"" href= ""/interests?i=likable"">likable , loquacious yet a listener . a leo (if it matters to you,) and large where it should matter to you: in <a class=""ilink"" href= ""/interests?i=heart"">heart , <a class=""ilink"" href= ""/interests?i=head"">head , <a class=""ilink"" href= ""/interests?i=hands"">h"
all_meaningful,7,1,0,"a quick note on my kinda random/odd profile name: it's the name of my favorite san francisco giants baseball player from my childhood ( one candido ""candy"" maldonado). he's one of those players that the teams diehard fans either loved or hated - no middleground. and i'm guessing that a reason why i liked him then was because i also liked eating candy a lot in those years - or something along those lines..................... i hadn't updated stuff on here for quite some time (the updating is mid "
all_meaningful,7,1,1,"update september: thank you so much for visiting me! feel free to poke around in my profile and even message me, if you want...but not for dating. my dance card is full right now~ yay! so, it doesn't mean i will never answer emails, but i will probably be on here very infrequently and only for fun/occasional discussions on the nature of life and love on okc. so unless i start lookin' for gentleman callers again, my journal promise to respond to all is hereby suspended. i wish you your soulmate! "
all_meaningful,7,1,2,"i am the eternal optimist, and so far i've found that it's served me well enough. there's just so much to do &amp; try in the world. so, what moves to the top of the list? well, i love people, and the physical and emotional connections. (why else be here on okc, right?) which brings up the next big issue to get out early: i have an open, relationship with my amazing wife of nearly 10 years, ladidido , who is having a blast on this site (maybe too much so, she's stealing away precious sleep). als"
all_meaningful,7,1,3,"east coast transplant and it is a long and interesting story. now in the east bay. firstly if you are not wholely single state that in your profile and i will do the same once i am off the market. i have tried to talk to a few people and was blocked at the starting gate. please it is only good manners even if you are ""unsure"" of your status with that person state it at least in your self-summary so people don't message you wanting to date..now that is out of the way.. my name is paul and i'm 35 "
all_meaningful,7,1,4,"i'm born and raised in the sf bay area, and went to ucla for college. i've been fortunate to travel quite a bit in my life. while in college, i spent a semester abroad in the uk at cambridge, and when all that studying was over, my friend and i went backpacking around europe for a month. in between random bouts of drinking and merrymaking, we managed to do fun things like travel to venice, where i saw the first snows of winter, made a snowman in the piazza san marco, and had my picture taken for"
all_meaningful,7,2,0,facebook free!!! im a shy girl that likes to be surrounded by people. lol im a visual person so im easily entertained. i love a good european beer and listening to bands in small town bars. im friendly and open and i still practice my basic manners. i work retail and love meating and hearing about different peoples lives. ive had an interesting one. i tell everyone im old and i get weird looks but im just an old soul. im not exactly on track with my life but im enjoying the detours. i wish i cou
all_meaningful,7,2,1,"hey! my name is brandon. bona fide catholic! god is good! bd so i'm looking for a man. someone to take charge. hit me up! i grew up in my hometown all my life. it would have been nice to have been born in the philippines though. that way i could speak my own language damnit! haha. so im currently going to school for nursing, just chillin. hit me up okay? im kind of shy, but im not quiet. (oxymoron right?) haha. i try my best to be friendly. laughing is great, so if you can make me laugh we'll be"
all_meaningful,7,2,2,"im everybody's favorite villain; its not that im bad, or anything... lets just say honestly isnt appreciated as much as people say it should be. im pretty sure its irritating. regardless of that fact, people's view of me is kinda moot. in my book, i can only be myself, and i cant be anything other than that. but even so, im very carefree, and lighthearted, with a weird sense of humor: most of the things i laugh at makes others go ""???"". i also fancy myself a proper gentleman; so youll either thi"
all_meaningful,7,2,3,"hello! im ashley! im bay area born and raised. im a really down to earth person, very easy to get along with. i love to talk on topics that interest me, im an outdoors person, love to hike, go camping, swimming, bike riding, fishing etc. i live for music, cant go a day without playing my guitar or bass. if your interested in gettin to know me please feel free to message me. well at the moment im unemployed but im looking!..i joined a black metal band as their bass player awhile ago which as been"
all_meaningful,7,2,4,"since imitation is the sincerest form of flattery, i want to go ahead and rip of off a quote from another profile i've seen online recently... ""years from now when my children ask me who my true love was i don't want to pull out an old photo album. i want to point across the room and say, ""she's sitting right there."" i think that's beautiful and real. i've changed it slightly (it was a lady's profile) but i mean, that's what most people want if they're painfully honest with themselves, right? ok"
all_meaningful,7,3,0,"i am the product of a brain that tells me to eat the best food i can afford, that beautiful days are made for hiking and frolicking outside and that there is no state of mind that cannot be improved by meditation, really silly jokes and playing music. i hear my brain say these things and yet struggle to live by them all the time - so it's great to have friends that keep me on the right path of living a good life. i laugh at sarcastic jokes, crack a few, but am all-in-all a warm and affectionate "
all_meaningful,7,3,1,"i'm originally from a rural town in the mid-west, went to school in chicago and have been here in sf for over 8 years now. i often go to the park every day i love being outdoors, i also like going to live shows, coachella usually my big event for the year but not sure if i want to go next year as the energy is starting to change to be more negative it seems. i really enjoy art such as sketching and painting and hope to work on it more this year. i love to be outdoors, sadly i've barely camped bu"
all_meaningful,7,3,2,"have you seen the film 'a single man' where the young kid asks the old guy 'do you like doing random things?' and the old guy says 'yes' and the kid says 'want to go skinny dip in the ocean?' and the old guy says 'yes'. and the young kid says, 'good i was testing if you were real'. that's kind of how i am generally in terms of my background, i was born in germany, got hit by nuns in pre-school and kindergarten in italy, had brief childhood stints in england, and australia, and grew up on the mea"
all_meaningful,7,3,3,"i'm a down-to-earth, friendly, warm and curious about people. i laugh often and easily and love stories. tell me one, make it funny please? myers briggs type: esfp if you follow that sort of thing. that means on the inside, i'm a f#cking hippie. (or that i have extra-sensory f#cking perception.) i know right, just dropped back-to-back f-bombs in the first paragraph. hopefully i haven't offended your lady-like sensibilities. i won't curse like a sailor when we meet in person. all that said, my pa"
all_meaningful,7,3,4,"east coast expat, been living in sf for about 7+ years. a world traveler (27 countries and counting..). like to think i'm an explorer and experience-driven, wanting to live in the moment and share it with others. try to make it abroad at least once a year. been able to keep that up since 2005. i'm pretty outgoing and active. spontaneous and energetic, and like to spread it when i can. i'm passionate, engaged, and curious about the world. i like to think that i'm pretty creative. my friends tell "
all_meaningful,7,4,0,"this is like when you get introduced to someone by a friend who has been talking a lot about how funny you are, and the new person says ""say something funny."" okay, i'm funny. i refuse to take anything seriously (for more information on why, ask me about the day i was riding my bike in the rain). i am smart, but not as smart as i think i am and smarter than i know. i am sometimes shy and sometimes an extrovert, but i can never tell which is going to come out on top. i have committed an act of pi"
all_meaningful,7,4,1,"if i rated you highly definitely send me a message. interested! ---------- i'm open minded. if you are gay, bi or straight. a boy or a girl. it doesn't matter. if i rated you highly i'm liking what i see. :d ---------- i didn't put so much time in my profile for nothing. please respect that and read it before you message me. (said with a smile) --- (all updates still apply to date) update 6-18-2012: i've had a rocky moment in my life recently, so now i'm moving out of my boyfriend's place and mo"
all_meaningful,7,4,2,"you stand before the great wall of text. paragraph upon paragraph extends out before you in a frightening manner, daring you to read and be enlightened, or to turn tail and find an easier mark. exits are up, down, read, message, and run the hell away... i think i'm a pretty relaxed guy; it's very hard to rile me up and get me angry about things. that's not to say that i don't feel strongly about things, just that i try not to take offense at what people say or do. i can't hold grudges at all, an"
all_meaningful,7,4,3,i just want to find love someone to love and someone to love me and with luck eventually meet someone to spend the rest of my life with. i mean it as a desire not as the only goal. i want to have fun too. i believe very strongly the best way to find and be in a lasting relationship is to take the time to really get to know each other and build a friendship and a trust first. it has been my experience that rushed relationships don't last. the only relationships i have ever been in that really wor
all_meaningful,7,4,4,"this profile is in desperate need of revision, most of it written 2 years ago. but i'm too busy living my life! still single though, so if you think we might be a fit, shoot me an email. haven't given up yet! i know you're out there, you big lug. *********************************************** i have to say, i don't like that the multiple choice answers we are offered have so much black and white, and not nearly enough of the wonderful greys of life. i think they're constructed poorly, and i wou"
all_meaningful,7,5,0,"i'm geminiacally versatile with eclectic and brainy interests &amp; pursuits... within my northeasterner, hard-candy coating is a sweet &amp; nutty core... i'm a hopeful romantic... i'm funny as f@#!... i wear my heart on my sleeve &amp; i don't suffer fools... i'm a mathlete, logophiliac &amp; music nerd... for those who care: cancer moon w/leo asc, &amp; ennegram '4' w/'5' sub ... i'm 1/2 bonobo, 1/2 boddhisattva- a 'bonoboddhisattva', if you will... living with an undefended heart... enjoying"
all_meaningful,7,5,1,i am a fairly simple individual (though not simple minded) on the surface with a complex consciousness. blue collar roots with white collar tendencies. aristocratic tastes with working class sensibilities. an affinity for quality but with an enlightened sense of social conscience. an attitude of socialism with a great affection for true democracy. a believer in free enterprise with a deep aversion to crass &amp; heartless capitalism. a relatively informed consumer. a believer in life with optimi
all_meaningful,7,5,2,"i'm a polish leprechaun, working as a self-employed beastmaster in the bay area. i currently share a roof with my rescued critters ~ a dog &amp; a parrot. though city slicker by current geographical coordinates, i will always be a hillbilly at heart, born &amp; raised somewhere in the foothills of appalachia... i will flee for the mountains again one day to make a wounded utopian nest for myself, my loved ones, &amp; any other dispossessed critters and madfolk out there who wanna join me when th"
all_meaningful,7,5,3,"""innocence with an edge"" was used to describe me since i can sometimes have a shy side initially, yet i seek adventure &amp; am a very passionate person. i give fully &amp; openly to the right person &amp; wear my heart on my sleeve. i have an intense curiosity about the world and a love for the arts &amp; education, so music &amp; world travel are definite passions. i'm professional by day (work for a non-profit media company) &amp; adventurous otherwise since life is too short to be limiting. "
all_meaningful,7,5,4,what is it that you want to know about me? there is so much to tell yet where do we begin. let's start off by saying that i am me one of a kind diamond in the rough. you can't be a pea in my pod if your intentions aren't in my best interest &amp; you have ulterior motives. i have made plenty mistakes in my past but i don't regret them not one bit! besides no one in this world is perfect so don't think that for one minute you are able to pass judgment upon me because you are most certainly not ab
all_meaningful,7,6,0,"i write a lot for work, so i'm in the mood to do more of a stream of consciousness thing here....a little about me in no particular order....i'm easy going and very down to earth, i know everyone says that but i really feel that i am...i like going out with friends and seeing what happens...you never know what's gonna happen if you're open minded to various situations that present themselves! this is especially true when traveling. i like to have as little of an outline as possible and be very o"
all_meaningful,7,6,1,"**my profile is way overdue for an update, which i don't have time to do right now. the good news is that as of march 2012 i am living in the bay area again, after circling around this move (from the foothills) for several years. currently based in oakland, though still in temporary digs until i decide where to land. it's wonderful to be home!** ******* so, i was going to keep this short and sweet, to preserve some element of mystery. but once i start writing, i have a hard time wanting to stop."
all_meaningful,7,6,2,"my way of dealing with the difficulty of describing things that i feel differently about from day to day is to say too much and hope that something resonates in the heart of the right person: i am a sweet, sensual, sensitive, powerful, funny, intelligent, self-aware, willing to be vulnerable, heartfelt, and imperfect woman. i'm seeking to meet men who are creative, sincere, loving, active, courageous, self-aware, and strong. i guide yoga backpacking trips, i'm also completing an apprenticeship t"
all_meaningful,7,6,3,"i have recently relocated back to the bay area after being in austin for many years. i have grown kids that don't live with me, but are here and i enjoy having family close by. i love, love, love to cook, go to hear music, dance, do daily adventures and long trips, hike, bike, boat, skate, whatever. i'm athletic and enjoy the outdoors/activities, traveling, and animals. love dogs big time and meeting new people in exotic places- even if that's sonoma county. i love to laugh with friends and stil"
all_meaningful,7,6,4,"salutations. i am new to online dating...though i've had this account for years after having taken that fun dating persona test. if you haven't taken that yet. do it. i am a hesitant online dater. i find it to be strange and yet i understand how it might help us expand our immediate circle of awareness. i know people who are happily married and in relationships from match, folks said to give okcupid a shot too and so here i am. young at heart, quirky, sassy, spontaneous, easy going, happy go luc"
all_meaningful,8,0,0,"a quick note on my kinda random/odd profile name: it's the name of my favorite san francisco giants baseball player from my childhood ( one candido ""candy"" maldonado). he's one of those players that the teams diehard fans either loved or hated - no middleground. and i'm guessing that a reason why i liked him then was because i also liked eating candy a lot in those years - or something along those lines..................... i hadn't updated stuff on here for quite some time (the updating is mid "
all_meaningful,8,0,1,"update september: thank you so much for visiting me! feel free to poke around in my profile and even message me, if you want...but not for dating. my dance card is full right now~ yay! so, it doesn't mean i will never answer emails, but i will probably be on here very infrequently and only for fun/occasional discussions on the nature of life and love on okc. so unless i start lookin' for gentleman callers again, my journal promise to respond to all is hereby suspended. i wish you your soulmate! "
all_meaningful,8,0,2,"i am the eternal optimist, and so far i've found that it's served me well enough. there's just so much to do &amp; try in the world. so, what moves to the top of the list? well, i love people, and the physical and emotional connections. (why else be here on okc, right?) which brings up the next big issue to get out early: i have an open, relationship with my amazing wife of nearly 10 years, ladidido , who is having a blast on this site (maybe too much so, she's stealing away precious sleep). als"
all_meaningful,8,0,3,"east coast transplant and it is a long and interesting story. now in the east bay. firstly if you are not wholely single state that in your profile and i will do the same once i am off the market. i have tried to talk to a few people and was blocked at the starting gate. please it is only good manners even if you are ""unsure"" of your status with that person state it at least in your self-summary so people don't message you wanting to date..now that is out of the way.. my name is paul and i'm 35 "
all_meaningful,8,0,4,"i'm born and raised in the sf bay area, and went to ucla for college. i've been fortunate to travel quite a bit in my life. while in college, i spent a semester abroad in the uk at cambridge, and when all that studying was over, my friend and i went backpacking around europe for a month. in between random bouts of drinking and merrymaking, we managed to do fun things like travel to venice, where i saw the first snows of winter, made a snowman in the piazza san marco, and had my picture taken for"
all_meaningful,8,1,0,"i think we all know it's pretty hard to summarize one's self, whether in a short paragraph or otherwise. we're all trying to put our best foot forward, usually balancing total openness with selective emphasis of our ""best"" or most interesting qualities. if nothing else what we write is partly a product of what's on our mind that particular day and moment, what we might have done most recently, etc. that being said, here's my view of me, for now. i am analytical and inquisitive, forgiving and loy"
all_meaningful,8,1,1,"i write a lot for work, so i'm in the mood to do more of a stream of consciousness thing here....a little about me in no particular order....i'm easy going and very down to earth, i know everyone says that but i really feel that i am...i like going out with friends and seeing what happens...you never know what's gonna happen if you're open minded to various situations that present themselves! this is especially true when traveling. i like to have as little of an outline as possible and be very o"
all_meaningful,8,1,2,update 5/24/12: ok i have been getting many emails about dating a couple and no i am not into that thing i may like both sex but i don't date a couple and i am seeking someone who is single and wanting a long term relationship so i am come back to okcupid to try and find mr or mrs right not sure how it will work out this time but to tell you about myself i am very loving and caring person who has a great personality and is just looking for love i love spending time with family i have pretty niec
all_meaningful,8,1,3,"i grew up in the sf bay area but only moved out to the east bay from sonoma county recently due to work. i'm still getting used to the more urban feel, but i love that i'm so close to so many fun activities and that the public transportation is *soo* much better. i do miss the trees/hills/more sprawling feel, and am slowly figuring out where i can find nature out here for visits when i get nostalgic for open spaces. i love adventure and travel, and have a strong desire to get out and do things. "
all_meaningful,8,1,4,"i have recently relocated back to the bay area after being in austin for many years. i have grown kids that don't live with me, but are here and i enjoy having family close by. i love, love, love to cook, go to hear music, dance, do daily adventures and long trips, hike, bike, boat, skate, whatever. i'm athletic and enjoy the outdoors/activities, traveling, and animals. love dogs big time and meeting new people in exotic places- even if that's sonoma county. i love to laugh with friends and stil"
all_meaningful,8,2,0,"i have been creating who i am my whole life and i am not done growing. what i am getting at is that i find it really difficult to summarize or define someone. i can pretty much just tell you things i enjoy in life and perhaps that will give you some insite on the type of person i am. if you want to put a label on me, i think nerdy-hipster would be most fitting, but who likes labels? i am a huge music dude. i play the <a class=""ilink"" href= ""/interests?i=drums"">drums and a little <a class=""ilink"""
all_meaningful,8,2,1,"born an army brat (a title held for two weeks) with a weird first name (a title held indefinitely), i grew up my entire life in the confines of california. a lot of stuff happened in the early years. i rode my bike a lot, went trick-or treating. visited turkey. watched reruns of doug endlessly. ate some turkey (although i'm now a vegetarian). fancied a girl or two for a year in secret. finished fifth in the elementary school turkey trot. enjoyed being the silent/studious learner while being the "
all_meaningful,8,2,2,"i grew up in rural tennessee, though as you can see from the profile, i'm not a typical tennessee-native. i'm <a class=""ilink"" href=""/interests?i=queer"">queer (or <a class=""ilink"" href= ""/interests?i=bisexual"">bisexual , though i don't really like that word), <a class=""ilink"" href= ""/interests?i=polyamorous"">polyamorous , pretty <a class=""ilink"" href=""/interests?i=kinky"">kinky , and an <a class=""ilink"" href= ""/interests?i=esoteric"">esoteric <a class=""ilink"" href= ""/interests?i=discordian"">discor"
all_meaningful,8,2,3,"no girls allowed! real woman (51-77) deeply desired by loving , laughing , learned , <a class= ""ilink"" href=""/interests?i=lusty"">lusty , <a class=""ilink"" href= ""/interests?i=literate"">literate , <a class=""ilink"" href= ""/interests?i=likable"">likable , loquacious yet a listener . a leo (if it matters to you,) and large where it should matter to you: in <a class=""ilink"" href= ""/interests?i=heart"">heart , <a class=""ilink"" href= ""/interests?i=head"">head , <a class=""ilink"" href= ""/interests?i=hands"">h"
all_meaningful,8,2,4,"no girls allowed! real woman (51-77) deeply desired by loving , laughing , learned , <a class= ""ilink"" href=""/interests?i=lusty"">lusty , <a class=""ilink"" href= ""/interests?i=literate"">literate , <a class=""ilink"" href= ""/interests?i=likable"">likable , loquacious yet a listener . a leo (if it matters to you,) and large where it should matter to you: in <a class=""ilink"" href= ""/interests?i=heart"">heart , <a class=""ilink"" href= ""/interests?i=head"">head , <a class=""ilink"" href= ""/interests?i=hands"">h"
all_meaningful,8,3,0,"i am the product of a brain that tells me to eat the best food i can afford, that beautiful days are made for hiking and frolicking outside and that there is no state of mind that cannot be improved by meditation, really silly jokes and playing music. i hear my brain say these things and yet struggle to live by them all the time - so it's great to have friends that keep me on the right path of living a good life. i laugh at sarcastic jokes, crack a few, but am all-in-all a warm and affectionate "
all_meaningful,8,3,1,"have you seen the film 'a single man' where the young kid asks the old guy 'do you like doing random things?' and the old guy says 'yes' and the kid says 'want to go skinny dip in the ocean?' and the old guy says 'yes'. and the young kid says, 'good i was testing if you were real'. that's kind of how i am generally in terms of my background, i was born in germany, got hit by nuns in pre-school and kindergarten in italy, had brief childhood stints in england, and australia, and grew up on the mea"
all_meaningful,8,3,2,"i'm a down-to-earth, friendly, warm and curious about people. i laugh often and easily and love stories. tell me one, make it funny please? myers briggs type: esfp if you follow that sort of thing. that means on the inside, i'm a f#cking hippie. (or that i have extra-sensory f#cking perception.) i know right, just dropped back-to-back f-bombs in the first paragraph. hopefully i haven't offended your lady-like sensibilities. i won't curse like a sailor when we meet in person. all that said, my pa"
all_meaningful,8,3,3,"east coast expat, been living in sf for about 7+ years. a world traveler (27 countries and counting..). like to think i'm an explorer and experience-driven, wanting to live in the moment and share it with others. try to make it abroad at least once a year. been able to keep that up since 2005. i'm pretty outgoing and active. spontaneous and energetic, and like to spread it when i can. i'm passionate, engaged, and curious about the world. i like to think that i'm pretty creative. my friends tell "
all_meaningful,8,3,4,"i just moved to san francisco from seattle in may for a new job. so far so good! i love this city. it reminds me of seattle in many ways but with a lot more to do, more sun and lots less rain. i'm an artist and designer for a living. currently i'm working on art stuffs for social media games. over the years i've also done graphic design, painted backgrounds, character design, storyboards, presentation and event design. pretty much i'll draw, paint, photoshop whatever someone wants to pay me for."
all_meaningful,8,4,0,"this is like when you get introduced to someone by a friend who has been talking a lot about how funny you are, and the new person says ""say something funny."" okay, i'm funny. i refuse to take anything seriously (for more information on why, ask me about the day i was riding my bike in the rain). i am smart, but not as smart as i think i am and smarter than i know. i am sometimes shy and sometimes an extrovert, but i can never tell which is going to come out on top. i have committed an act of pi"
all_meaningful,8,4,1,"if i rated you highly definitely send me a message. interested! ---------- i'm open minded. if you are gay, bi or straight. a boy or a girl. it doesn't matter. if i rated you highly i'm liking what i see. :d ---------- i didn't put so much time in my profile for nothing. please respect that and read it before you message me. (said with a smile) --- (all updates still apply to date) update 6-18-2012: i've had a rocky moment in my life recently, so now i'm moving out of my boyfriend's place and mo"
all_meaningful,8,4,2,"you stand before the great wall of text. paragraph upon paragraph extends out before you in a frightening manner, daring you to read and be enlightened, or to turn tail and find an easier mark. exits are up, down, read, message, and run the hell away... i think i'm a pretty relaxed guy; it's very hard to rile me up and get me angry about things. that's not to say that i don't feel strongly about things, just that i try not to take offense at what people say or do. i can't hold grudges at all, an"
all_meaningful,8,4,3,"=============== this is soozyqz's sister. on december 3rd, my sister s. was hit and killed by a car while riding her bike. i just figured out how to access her okcupid profile. for all of you who knew her here, she loved okcupid. it gave her a chance to meet people, have fun with language, explore the world - thanks to okq and all of you for expanding her life so wonderfully. s's wit, intelligence, and sparkling sense of fun are terribly missed. i'll leave her profile and material up because it'"
all_meaningful,8,4,4,"this profile is in desperate need of revision, most of it written 2 years ago. but i'm too busy living my life! still single though, so if you think we might be a fit, shoot me an email. haven't given up yet! i know you're out there, you big lug. *********************************************** i have to say, i don't like that the multiple choice answers we are offered have so much black and white, and not nearly enough of the wonderful greys of life. i think they're constructed poorly, and i wou"
all_meaningful,8,5,0,"i'm geminiacally versatile with eclectic and brainy interests &amp; pursuits... within my northeasterner, hard-candy coating is a sweet &amp; nutty core... i'm a hopeful romantic... i'm funny as f@#!... i wear my heart on my sleeve &amp; i don't suffer fools... i'm a mathlete, logophiliac &amp; music nerd... for those who care: cancer moon w/leo asc, &amp; ennegram '4' w/'5' sub ... i'm 1/2 bonobo, 1/2 boddhisattva- a 'bonoboddhisattva', if you will... living with an undefended heart... enjoying"
all_meaningful,8,5,1,i am a fairly simple individual (though not simple minded) on the surface with a complex consciousness. blue collar roots with white collar tendencies. aristocratic tastes with working class sensibilities. an affinity for quality but with an enlightened sense of social conscience. an attitude of socialism with a great affection for true democracy. a believer in free enterprise with a deep aversion to crass &amp; heartless capitalism. a relatively informed consumer. a believer in life with optimi
all_meaningful,8,5,2,"i'm a polish leprechaun, working as a self-employed beastmaster in the bay area. i currently share a roof with my rescued critters ~ a dog &amp; a parrot. though city slicker by current geographical coordinates, i will always be a hillbilly at heart, born &amp; raised somewhere in the foothills of appalachia... i will flee for the mountains again one day to make a wounded utopian nest for myself, my loved ones, &amp; any other dispossessed critters and madfolk out there who wanna join me when th"
all_meaningful,8,5,3,"""innocence with an edge"" was used to describe me since i can sometimes have a shy side initially, yet i seek adventure &amp; am a very passionate person. i give fully &amp; openly to the right person &amp; wear my heart on my sleeve. i have an intense curiosity about the world and a love for the arts &amp; education, so music &amp; world travel are definite passions. i'm professional by day (work for a non-profit media company) &amp; adventurous otherwise since life is too short to be limiting. "
all_meaningful,8,5,4,what is it that you want to know about me? there is so much to tell yet where do we begin. let's start off by saying that i am me one of a kind diamond in the rough. you can't be a pea in my pod if your intentions aren't in my best interest &amp; you have ulterior motives. i have made plenty mistakes in my past but i don't regret them not one bit! besides no one in this world is perfect so don't think that for one minute you are able to pass judgment upon me because you are most certainly not ab
all_meaningful,8,6,0,facebook free!!! im a shy girl that likes to be surrounded by people. lol im a visual person so im easily entertained. i love a good european beer and listening to bands in small town bars. im friendly and open and i still practice my basic manners. i work retail and love meating and hearing about different peoples lives. ive had an interesting one. i tell everyone im old and i get weird looks but im just an old soul. im not exactly on track with my life but im enjoying the detours. i wish i cou
all_meaningful,8,6,1,"hey! my name is brandon. bona fide catholic! god is good! bd so i'm looking for a man. someone to take charge. hit me up! i grew up in my hometown all my life. it would have been nice to have been born in the philippines though. that way i could speak my own language damnit! haha. so im currently going to school for nursing, just chillin. hit me up okay? im kind of shy, but im not quiet. (oxymoron right?) haha. i try my best to be friendly. laughing is great, so if you can make me laugh we'll be"
all_meaningful,8,6,2,"im everybody's favorite villain; its not that im bad, or anything... lets just say honestly isnt appreciated as much as people say it should be. im pretty sure its irritating. regardless of that fact, people's view of me is kinda moot. in my book, i can only be myself, and i cant be anything other than that. but even so, im very carefree, and lighthearted, with a weird sense of humor: most of the things i laugh at makes others go ""???"". i also fancy myself a proper gentleman; so youll either thi"
all_meaningful,8,6,3,"hello! im ashley! im bay area born and raised. im a really down to earth person, very easy to get along with. i love to talk on topics that interest me, im an outdoors person, love to hike, go camping, swimming, bike riding, fishing etc. i live for music, cant go a day without playing my guitar or bass. if your interested in gettin to know me please feel free to message me. well at the moment im unemployed but im looking!..i joined a black metal band as their bass player awhile ago which as been"
all_meaningful,8,6,4,"since imitation is the sincerest form of flattery, i want to go ahead and rip of off a quote from another profile i've seen online recently... ""years from now when my children ask me who my true love was i don't want to pull out an old photo album. i want to point across the room and say, ""she's sitting right there."" i think that's beautiful and real. i've changed it slightly (it was a lady's profile) but i mean, that's what most people want if they're painfully honest with themselves, right? ok"
all_meaningful,8,7,0,i just want to find love someone to love and someone to love me and with luck eventually meet someone to spend the rest of my life with. i mean it as a desire not as the only goal. i want to have fun too. i believe very strongly the best way to find and be in a lasting relationship is to take the time to really get to know each other and build a friendship and a trust first. it has been my experience that rushed relationships don't last. the only relationships i have ever been in that really wor
all_meaningful,8,7,1,"my way of dealing with the difficulty of describing things that i feel differently about from day to day is to say too much and hope that something resonates in the heart of the right person: i am a sweet, sensual, sensitive, powerful, funny, intelligent, self-aware, willing to be vulnerable, heartfelt, and imperfect woman. i'm seeking to meet men who are creative, sincere, loving, active, courageous, self-aware, and strong. i guide yoga backpacking trips, i'm also completing an apprenticeship t"
all_meaningful,8,7,2,"i am back and glistening with life energy from a forest where fire raged five years ago, the trees lived but were stripped bare which gave the floor of the forest light and the ground was littered with new seedlings, new trees reaching for the canopy of stars. i danced while waves of music crashed over me, laughter in the trees, hot fire burning in me. ""we tend to think of the erotic as an easy, tantalizing sexual arousal. i speak of the erotic as the deepest life force, a force which moves us t"
all_meaningful,8,7,3,"ok, here's enough info to save us a bunch of emailing and a month of dating. i will lay it right out there exactly who i am and what i want. many men thank me for my clarity and frankness. i apologize for the length, but it's way faster in the long run. my time is precious and perhaps yours is as well. (feel free to skip over the section on books, films, food, etc. or any other section for that matter) generally speaking, i am very content with myself and my life, yet i miss that special magic t"
all_meaningful,8,7,4,"ok, let's do this!! i am absolutely loving this part of my life!! (50 is the new 30, right?) i have loads of energy and passion that i bring to the things i love to do and the people i love to spend time with (although there is someone currently missing for that picture to be complete!). i spend most days practicing yoga, going for a trail run, listening to music, taking vocal lessons - and trying to learn to play my beautiful taylor acoustic guitar (would love to have someone come along and tea"
5plus_meaningful,3,0,0,"i'm a floridian export, but not from miami like most people assume. i come from the part of florida that is considered ""southern"". yes, it really does exist &amp; college football is a religion. despite originating from a fairly conservative area, i never really felt like i fit the mold to live there. i always wanted to be somewhere more diverse. hence, i moved to san francisco. after a few years of living here, i don't really want to settle anywhere else if possible other than nyc or another co"
5plus_meaningful,3,0,1,"hey hey!!! my name is gabriel and i am 28. i am a san francisco transplant from the detroit area of michigan, though my last town before sf was kalamazoo, mi. i love living in sf due in part to the great variety of things to do. i enjoy the ocean/bay and parks as well as the city events and great venues and entertainment. a few of my life loves are: music, film, health, creativity, and nature! i'm easy to get along with and fun to hang out with. i like meeting new people, trying new things, tast"
5plus_meaningful,3,0,2,"i just moved here! looking to get out, meet people, see new places, eat at new restaurants, drink at new bars, listen to new music, have new adventures. i'm on a new path up here in the bay, one that's completely and totally my own, and i'm loving it. i work at a nonprofit in downtown oakland, fast-paced and busy and exciting stuff. i recently relocated from santa cruz, and i'm originally from la, so i guess i'm making my way up the west coast. i happen to love california and think it's hands-do"
5plus_meaningful,3,0,3,"i grew up on a ranch in fresno and have been living in san francisco for the last 15 yrs or so. i went to school back east for about 5 yrs in boston and washington dc. i am the kind of guy that when i hear ""help"" runs toward it, rather than away or siting back watching to see what happens. i keep my promises. when i say i am going to do something, i do it. my family and friends are two of the most important things in my life, especially my nephews and nieces. i love traveling, new experiences, b"
